,network,name,func,k,bias,numPI,time_PI,ks,time_sym,time_ks,time_cov,ke,tss,correct,timeout,time_sym_std,ks_norm,ke_norm,source,version
0,,x,00,1,0.0,1,6.413459777832031e-05,0.0,0.00014023780822753907,9.298324584960938e-06,3.981590270996094e-05,0.0,"[[['2', [], []]], []]",True,False,8.254104924812263e-06,0.0,0.0,rng,new
1,,x,10,1,0.5,1,2.86102294921875e-05,0.0,0.00017333030700683594,8.344650268554688e-06,4.76837158203125e-05,1.0,"[[['1', [], []]], [['0', [], []]]]",True,False,3.3310411828180276e-06,0.0,1.0,rng,new
2,,x,01,1,0.5,1,2.47955322265625e-05,0.0,0.00014925003051757812,8.58306884765625e-06,4.982948303222656e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",True,False,3.4975282327446456e-06,0.0,1.0,rng,new
3,,x,0000,2,0.0,1,3.9577484130859375e-05,0.0,0.000151824951171875,1.0728836059570312e-05,5.459785461425781e-05,0.0,"[[['22', [], []]], []]",True,False,9.89411250316718e-06,0.0,0.0,rng,new
4,,x,0100,2,0.25,2,3.886222839355469e-05,0.0,0.00017375946044921874,9.775161743164062e-06,5.555152893066406e-05,1.25,"[[['12', [], []], ['20', [], []]], [['01', [], []]]]",True,False,1.7279936502749947e-05,0.0,0.625,rng,new
5,,x,1000,2,0.25,2,3.552436828613281e-05,1.5,0.00026445388793945314,1.049041748046875e-05,0.00030732154846191406,1.25,"[[['12', [[0, 1]], []]], [['00', [], []]]]",True,False,9.279844063203309e-06,0.75,0.625,rng,new
6,,x,0001,2,0.25,2,3.600120544433594e-05,1.5,0.00029921531677246094,1.0967254638671875e-05,0.0003082752227783203,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.2010239785332615e-05,0.75,0.625,rng,new
7,,x,0010,2,0.25,2,4.100799560546875e-05,0.0,0.00018887519836425782,1.0728836059570312e-05,5.91278076171875e-05,1.25,"[[['21', [], []], ['02', [], []]], [['10', [], []]]]",True,False,1.9484735585441806e-05,0.0,0.625,rng,new
8,,x,1100,2,0.5,1,4.673004150390625e-05,0.0,0.00017032623291015624,1.0251998901367188e-05,5.626678466796875e-05,1.0,"[[['12', [], []]], [['02', [], []]]]",True,False,1.8487881202203594e-05,0.0,0.5,rng,new
9,,x,1010,2,0.5,1,4.267692565917969e-05,0.0,0.00017199516296386718,1.049041748046875e-05,5.888938903808594e-05,1.0,"[[['21', [], []]], [['20', [], []]]]",True,False,2.1124801013155456e-05,0.0,0.5,rng,new
10,,x,0101,2,0.5,1,4.100799560546875e-05,0.0,0.0001803874969482422,9.775161743164062e-06,5.412101745605469e-05,1.0,"[[['20', [], []]], [['21', [], []]]]",True,False,1.1398901726429148e-05,0.0,0.5,rng,new
11,,x,1001,2,0.5,2,3.0279159545898438e-05,1.0,0.00030188560485839845,1.1444091796875e-05,0.0002512931823730469,2.0,"[[['01', [[0, 1]], []]], [['00', [], []], ['11', [], []]]]",True,False,2.037406382723344e-05,0.5,1.0,rng,new
12,,x,0110,2,0.5,2,2.7894973754882812e-05,1.0,0.00029892921447753905,1.1205673217773438e-05,0.00024509429931640625,2.0,"[[['00', [], []], ['11', [], []]], [['01', [[0, 1]], []]]]",True,False,1.4277590657456016e-05,0.5,1.0,rng,new
13,,x,0011,2,0.5,1,4.3392181396484375e-05,0.0,0.00017061233520507813,9.775161743164062e-06,5.5789947509765625e-05,1.0,"[[['02', [], []]], [['12', [], []]]]",True,False,1.3787604400006138e-05,0.0,0.5,rng,new
14,,x,00000000,3,0.0,1,7.963180541992188e-05,0.0,0.00016469955444335936,1.4066696166992188e-05,6.365776062011719e-05,0.0,"[[['222', [], []]], []]",True,False,1.3834360034623435e-05,0.0,0.0,rng,new
15,,x,10000000,3,0.125,3,6.437301635742188e-05,2.625,0.00033750534057617185,1.3828277587890625e-05,0.0014085769653320312,1.25,"[[['122', [[0, 1, 2]], []]], [['000', [], []]]]",True,False,1.4817748257697979e-05,0.875,0.4166666666666667,rng,new
16,,x,00000001,3,0.125,3,6.175041198730469e-05,2.625,0.0003531455993652344,1.4781951904296875e-05,0.0013744831085205078,1.25,"[[['022', [[0, 1, 2]], []]], [['111', [], []]]]",True,False,2.1930569834013483e-05,0.875,0.4166666666666667,rng,new
17,,x,00010000,3,0.125,3,7.176399230957031e-05,1.125,0.00032548904418945314,1.621246337890625e-05,0.0006010532379150391,1.25,"[[['202', [[1, 2]], []], ['122', [], []]], [['011', [], []]]]",True,False,2.113384029513232e-05,0.375,0.4166666666666667,rng,new
18,,x,01000000,3,0.125,3,0.00011301040649414062,1.125,0.00031347274780273436,1.5735626220703125e-05,0.0005896091461181641,1.25,"[[['220', [], []], ['122', [[0, 1]], []]], [['001', [], []]]]",True,False,2.4154237904906187e-05,0.375,0.4166666666666667,rng,new
19,,x,00001000,3,0.125,3,6.937980651855469e-05,1.125,0.0003139495849609375,1.52587890625e-05,0.0005867481231689453,1.25,"[[['022', [], []], ['212', [[1, 2]], []]], [['100', [], []]]]",True,False,1.6361421791712812e-05,0.375,0.4166666666666667,rng,new
20,,x,00000100,3,0.125,3,6.794929504394531e-05,1.125,0.00030040740966796875,1.5735626220703125e-05,0.0005917549133300781,1.25,"[[['022', [[0, 2]], []], ['212', [], []]], [['101', [], []]]]",True,False,1.911932681895689e-05,0.375,0.4166666666666667,rng,new
21,,x,00000010,3,0.125,3,7.104873657226562e-05,1.125,0.00030684471130371094,1.621246337890625e-05,0.0006165504455566406,1.25,"[[['022', [[0, 1]], []], ['221', [], []]], [['110', [], []]]]",True,False,1.7060511186212486e-05,0.375,0.4166666666666667,rng,new
22,,x,00100000,3,0.125,3,6.890296936035156e-05,1.125,0.00030055046081542967,1.5735626220703125e-05,0.0005958080291748047,1.25,"[[['202', [], []], ['122', [[0, 2]], []]], [['010', [], []]]]",True,False,1.4644103104357015e-05,0.375,0.4166666666666667,rng,new
23,,x,11000000,3,0.25,2,6.175041198730469e-05,1.5,0.00030379295349121095,1.33514404296875e-05,0.0005099773406982422,1.25,"[[['122', [[0, 1]], []]], [['002', [], []]]]",True,False,1.6376007076353064e-05,0.5,0.4166666666666667,rng,new
24,,x,10010000,3,0.25,3,5.555152893066406e-05,0.75,0.0003169059753417969,1.4543533325195312e-05,0.0005276203155517578,1.875,"[[['201', [[1, 2]], []], ['122', [], []]], [['011', [], []], ['000', [], []]]]",True,False,2.3837756757866267e-05,0.25,0.625,rng,new
25,,x,01001000,3,0.25,3,5.602836608886719e-05,0.5,0.00035748481750488283,2.9325485229492188e-05,0.0005271434783935547,1.875,"[[['020', [], []], ['121', [], []], ['212', [], []]], [['001', [[0, 2]], []]]]",True,False,4.244590009094005e-05,0.16666666666666666,0.625,rng,new
26,,x,00100100,3,0.25,6,5.698204040527344e-05,1.5,0.0003467082977294922,1.5020370483398438e-05,0.0012502670288085938,2.25,"[[['021', [[0, 2]], []], ['002', [[0, 2]], []], ['112', [[0, 2]], []]], [['101', [], []], ['010', [], []]]]",True,False,4.6053040370629746e-05,0.5,0.75,rng,new
27,,x,00000101,3,0.25,2,5.626678466796875e-05,1.5,0.0002938747406005859,1.3113021850585938e-05,0.0004801750183105469,1.25,"[[['022', [[0, 2]], []]], [['121', [], []]]]",True,False,1.88887711765086e-05,0.5,0.4166666666666667,rng,new
28,,x,00100001,3,0.25,3,5.173683166503906e-05,0.75,0.00029969215393066406,1.3589859008789062e-05,0.0004978179931640625,1.875,"[[['202', [], []], ['021', [[0, 2]], []]], [['010', [], []], ['111', [], []]]]",True,False,2.6263730108119317e-05,0.25,0.625,rng,new
29,,x,00000011,3,0.25,2,5.817413330078125e-05,1.5,0.0002940177917480469,1.2874603271484375e-05,0.00047969818115234375,1.25,"[[['022', [[0, 1]], []]], [['112', [], []]]]",True,False,2.0943630350169874e-05,0.5,0.4166666666666667,rng,new
30,,x,00101000,3,0.25,3,5.412101745605469e-05,0.5,0.0003086566925048828,1.3589859008789062e-05,0.0002644062042236328,1.875,"[[['002', [], []], ['221', [], []], ['112', [], []]], [['010', [[0, 1]], []]]]",True,False,2.830083769377351e-05,0.16666666666666666,0.625,rng,new
31,,x,00010010,3,0.25,3,0.00010752677917480469,0.5,0.00031580924987792967,1.5497207641601562e-05,0.0002944469451904297,1.875,"[[['202', [], []], ['020', [], []], ['121', [], []]], [['011', [[0, 2]], []]]]",True,False,2.469979657815551e-05,0.16666666666666666,0.625,rng,new
32,,x,00001001,3,0.25,3,5.412101745605469e-05,0.75,0.00030612945556640625,1.3828277587890625e-05,0.0004990100860595703,1.875,"[[['022', [], []], ['201', [[1, 2]], []]], [['111', [], []], ['100', [], []]]]",True,False,2.2669582731863265e-05,0.25,0.625,rng,new
33,,x,10001000,3,0.25,2,6.0558319091796875e-05,1.5,0.000308990478515625,1.33514404296875e-05,0.0004942417144775391,1.25,"[[['212', [[1, 2]], []]], [['200', [], []]]]",True,False,1.4977545466206829e-05,0.5,0.4166666666666667,rng,new
34,,x,01010000,3,0.25,2,6.461143493652344e-05,0.0,0.00019106864929199218,1.2636184692382812e-05,6.961822509765625e-05,1.25,"[[['220', [], []], ['122', [], []]], [['021', [], []]]]",True,False,1.8040332150002798e-05,0.0,0.4166666666666667,rng,new
35,,x,00000110,3,0.25,3,6.556510925292969e-05,0.5,0.0003107547760009766,1.3589859008789062e-05,0.0002689361572265625,1.875,"[[['022', [], []], ['200', [], []], ['211', [], []]], [['101', [[1, 2]], []]]]",True,False,1.514256440427056e-05,0.16666666666666666,0.625,rng,new
36,,x,10000010,3,0.25,3,5.435943603515625e-05,0.75,0.0003261566162109375,1.52587890625e-05,0.0005280971527099609,1.875,"[[['012', [[0, 1]], []], ['221', [], []]], [['110', [], []], ['000', [], []]]]",True,False,3.177896972604146e-05,0.25,0.625,rng,new
37,,x,01000001,3,0.25,3,5.793571472167969e-05,0.75,0.00031599998474121096,1.430511474609375e-05,0.0005390644073486328,1.875,"[[['220', [], []], ['012', [[0, 1]], []]], [['111', [], []], ['001', [], []]]]",True,False,3.034033565161156e-05,0.25,0.625,rng,new
38,,x,10100000,3,0.25,2,5.91278076171875e-05,1.5,0.0002991199493408203,1.3589859008789062e-05,0.0004930496215820312,1.25,"[[['122', [[0, 2]], []]], [['020', [], []]]]",True,False,1.6609135602681305e-05,0.5,0.4166666666666667,rng,new
39,,x,01000010,3,0.25,6,5.555152893066406e-05,1.5,0.00033893585205078123,1.52587890625e-05,0.0012447834014892578,2.25,"[[['020', [[0, 1]], []], ['121', [[0, 1]], []], ['012', [[0, 1]], []]], [['110', [], []], ['001', [], []]]]",True,False,1.5110246521254242e-05,0.5,0.75,rng,new
40,,x,00010001,3,0.25,2,6.008148193359375e-05,1.5,0.00031390190124511717,1.33514404296875e-05,0.0009398460388183594,1.25,"[[['202', [[1, 2]], []]], [['211', [], []]]]",True,False,3.0072740133357284e-05,0.5,0.4166666666666667,rng,new
41,,x,00110000,3,0.25,2,9.560585021972656e-05,0.0,0.00015845298767089844,2.1457672119140625e-05,0.00011777877807617188,1.25,"[[['202', [], []], ['122', [], []]], [['012', [], []]]]",True,False,1.7793502974616404e-05,0.0,0.4166666666666667,rng,new
42,,x,00001100,3,0.25,2,6.198883056640625e-05,0.0,0.0001750946044921875,2.1219253540039062e-05,0.000110626220703125,1.25,"[[['022', [], []], ['212', [], []]], [['102', [], []]]]",True,False,1.4863711026563012e-05,0.0,0.4166666666666667,rng,new
43,,x,00011000,3,0.25,6,8.416175842285156e-05,1.5,0.0003590583801269531,1.5497207641601562e-05,0.0011851787567138672,2.25,"[[['201', [[1, 2]], []], ['002', [[1, 2]], []], ['112', [[1, 2]], []]], [['011', [], []], ['100', [], []]]]",True,False,2.507501594621965e-05,0.5,0.75,rng,new
44,,x,01100000,3,0.25,3,5.745887756347656e-05,0.5,0.0003039836883544922,1.33514404296875e-05,0.0004467964172363281,1.875,"[[['200', [], []], ['122', [], []], ['211', [], []]], [['001', [[1, 2]], []]]]",True,False,1.4721840490661785e-05,0.16666666666666666,0.625,rng,new
45,,x,00010100,3,0.25,3,9.34600830078125e-05,0.5,0.0002941131591796875,2.3365020751953125e-05,0.0004487037658691406,1.875,"[[['220', [], []], ['002', [], []], ['112', [], []]], [['011', [[0, 1]], []]]]",True,False,1.3462186365846469e-05,0.16666666666666666,0.625,rng,new
46,,x,10000001,3,0.25,6,7.343292236328125e-05,2.25,0.0004085063934326172,1.2874603271484375e-05,0.0018153190612792969,2.25,"[[['012', [[0, 1, 2]], []]], [['000', [], []], ['111', [], []]]]",True,False,2.078299007102901e-05,0.75,0.75,rng,new
47,,x,00100010,3,0.25,2,6.008148193359375e-05,0.0,0.000177764892578125,1.1682510375976562e-05,6.628036499023438e-05,1.25,"[[['202', [], []], ['221', [], []]], [['210', [], []]]]",True,False,1.3534617665733833e-05,0.0,0.4166666666666667,rng,new
48,,x,01000100,3,0.25,2,6.747245788574219e-05,0.0,0.00017647743225097657,1.2159347534179688e-05,6.914138793945312e-05,1.25,"[[['220', [], []], ['212', [], []]], [['201', [], []]]]",True,False,1.059651904546421e-05,0.0,0.4166666666666667,rng,new
49,,x,00001010,3,0.25,2,0.00010204315185546875,0.0,0.00018124580383300782,1.2874603271484375e-05,7.271766662597656e-05,1.25,"[[['022', [], []], ['221', [], []]], [['120', [], []]]]",True,False,8.542441536045236e-06,0.0,0.4166666666666667,rng,new
