,network,name,func,k,bias,numPI,time_PI,ks,time_sym,time_ks,time_cov,ke,tss,correct,timeout,ks_norm,ke_norm,source,version
56,Aurora Kinase A in Neuroblastoma,STMN,10,1,0.5,1,4.6253204345703125e-05,,0.0006639957427978516,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,,0.0,cc,v0.1.2
57,Aurora Kinase A in Neuroblastoma,CDC25B,00101010,3,0.375,2,8.273124694824219e-05,,0.0012946128845214844,,,1.5625,"[[('002', [], [[0, 1]]), ('221', [], [[0, 1]])], [('210', [[0, 1]], [])]]",True,False,,0.5208333333333334,cc,v0.1.2
58,Aurora Kinase A in Neuroblastoma,CentrosomeMat,0010,2,0.25,2,4.57763671875e-05,,0.001180410385131836,,,1.25,"[[('21', [], []), ('02', [], [])], [('10', [], [])]]",True,False,,0.625,cc,v0.1.2
59,Aurora Kinase A in Neuroblastoma,PLK1,01010111111111110000001111111111,5,0.71875,4,0.00029206275939941406,,0.0040988922119140625,,,1.8958333333333335,"[[('20020', [[2, 3]], [[0, 1]]), ('10202', [[2, 3]], [])], [('21222', [], [[0, 2, 3, 4]]), ('22112', [], [[0, 1, 4], [2, 3]]), ('02221', [], [[1, 2, 3]])]]",True,False,,0.3791666666666667,cc,v0.1.2
60,Aurora Kinase A in Neuroblastoma,CDK1CCNBComplex,1000110011001100,4,0.4375,3,0.00013446807861328125,,0.0021178722381591797,,,1.625,"[[('2212', [], [[0, 1, 3]]), ('0021', [], [[0, 1]])], [('2102', [[0, 1]], []), ('2200', [], [[0, 1], [2, 3]])]]",True,False,,0.40625,cc,v0.1.2
61,Aurora Kinase A in Neuroblastoma,hCPEB,01,1,0.5,1,4.792213439941406e-05,,0.0006852149963378906,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
62,Aurora Kinase A in Neuroblastoma,TPX2,01,1,0.5,1,3.6716461181640625e-05,,0.0006804466247558594,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
63,Aurora Kinase A in Neuroblastoma,AURKAActive,00000001000000010001000100010001000000010000000000010001000000000011001100110011001100110011001100110011000000000011001100000000,7,0.2578125,6,0.002772092819213867,,0.02080059051513672,,,2.065104166666668,"[[('2121222', [], [[0, 2, 4, 5, 6], [1, 3]]), ('0222220', [], [[0, 6], [1, 2, 3, 4, 5]]), ('0202022', [], [[0, 2, 4], [1, 3, 5, 6]]), ('2222202', [], [[0, 1, 2, 3, 4, 6]])], [('2022111', [[1, 3], [2, 4]], [[0, 1], [2, 3]]), ('1022212', [[1, 3]], [])]]",True,False,,0.2950148809523811,cc,v0.1.2
64,Aurora Kinase A in Neuroblastoma,NEDD9,01,1,0.5,1,4.792213439941406e-05,,0.0007429122924804688,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
65,Aurora Kinase A in Neuroblastoma,ENSA,01,1,0.5,1,3.457069396972656e-05,,0.0006568431854248047,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
66,Aurora Kinase A in Neuroblastoma,Cytokinesis,0100,2,0.25,2,5.125999450683594e-05,,0.0008559226989746094,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,,0.625,cc,v0.1.2
67,Aurora Kinase A in Neuroblastoma,PP1,10000000,3,0.125,3,8.082389831542969e-05,,0.0015654563903808594,,,1.25,"[[('212', [[0, 1, 2]], [[0, 2]])], [('000', [], [[0, 1, 2]])]]",True,False,,0.4166666666666667,cc,v0.1.2
68,Aurora Kinase A in Neuroblastoma,MT,10,1,0.5,1,3.2901763916015625e-05,,0.0006668567657470703,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,,0.0,cc,v0.1.2
69,Aurora Kinase A in Neuroblastoma,SpindleAssembly,0010,2,0.25,2,5.125999450683594e-05,,0.0008516311645507812,,,1.25,"[[('21', [], []), ('02', [], [])], [('10', [], [])]]",True,False,,0.625,cc,v0.1.2
70,Aurora Kinase A in Neuroblastoma,WEE1,10,1,0.5,1,4.410743713378906e-05,,0.0006823539733886719,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,,0.0,cc,v0.1.2
71,Aurora Kinase A in Neuroblastoma,BORA,01010100,3,0.375,2,8.130073547363281e-05,,0.0013189315795898438,,,1.5625,"[[('112', [], [[0, 1]]), ('220', [], [[0, 1]])], [('021', [[0, 1]], [])]]",True,False,,0.5208333333333334,cc,v0.1.2
72,Aurora Kinase A in Neuroblastoma,AURKAPresent,10,1,0.5,1,3.24249267578125e-05,,0.0007059574127197266,,,0.0,"[[('1', [], [])], [('0', [], [])]]",True,False,,0.0,cc,v0.1.2
73,Aurora Kinase A in Neuroblastoma,GWL_MASTL,0100,2,0.25,2,5.602836608886719e-05,,0.0008623600006103516,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,,0.625,cc,v0.1.2
74,Aurora Kinase A in Neuroblastoma,AJUBA,01,1,0.5,1,3.8623809814453125e-05,,0.0006706714630126953,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
75,Aurora Kinase A in Neuroblastoma,GSK3B,01,1,0.5,1,3.314018249511719e-05,,0.0007491111755371094,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
76,Aurora Kinase A in Neuroblastoma,MTCanAct,01,1,0.5,1,3.457069396972656e-05,,0.0006644725799560547,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
77,Aurora Kinase A in Neuroblastoma,STMNCanAct,01,1,0.5,1,3.266334533691406e-05,,0.0006587505340576172,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
78,B bronchiseptica and T retortaeformis coinfection,NE_Bacterium,01,1,0.5,1,2.956390380859375e-05,,0.0007658004760742188,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
79,B bronchiseptica and T retortaeformis coinfection,Th2II_TRetortaeformis,00000010,3,0.125,3,8.797645568847656e-05,,0.0017061233520507812,,,1.25,"[[('202', [[0, 1]], []), ('221', [], [[0, 1]])], [('110', [], [[0, 1]])]]",True,False,,0.4166666666666667,cc,v0.1.2
80,B bronchiseptica and T retortaeformis coinfection,Th2II_Bacterium,00000010,3,0.125,3,8.249282836914062e-05,,0.0017046928405761719,,,1.25,"[[('202', [[0, 1]], []), ('221', [], [[0, 1]])], [('110', [], [[0, 1]])]]",True,False,,0.4166666666666667,cc,v0.1.2
81,B bronchiseptica and T retortaeformis coinfection,MPI_Bacterium,00000111,3,0.375,2,7.724761962890625e-05,,0.0014102458953857422,,,1.5625,"[[('200', [], [[1, 2]]), ('022', [], [[1, 2]])], [('112', [[1, 2]], [[0, 1]])]]",True,False,,0.5208333333333334,cc,v0.1.2
82,B bronchiseptica and T retortaeformis coinfection,TTSSII,01,1,0.5,1,3.2901763916015625e-05,,0.0006642341613769531,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
83,B bronchiseptica and T retortaeformis coinfection,Th1II_Bacterium,00000001,3,0.125,3,8.082389831542969e-05,,0.0015721321105957031,,,1.25,"[[('202', [[0, 1, 2]], [[0, 2]])], [('111', [], [[0, 1, 2]])]]",True,False,,0.4166666666666667,cc,v0.1.2
84,B bronchiseptica and T retortaeformis coinfection,IgA_Bacterium,00010011,3,0.375,2,8.368492126464844e-05,,0.0014085769653320312,,,1.5625,"[[('202', [], [[0, 2]]), ('020', [], [[0, 2]])], [('112', [[0, 2]], [])]]",True,False,,0.5208333333333334,cc,v0.1.2
85,B bronchiseptica and T retortaeformis coinfection,Th2I_Bacterium,01,1,0.5,1,3.266334533691406e-05,,0.0006563663482666016,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
86,B bronchiseptica and T retortaeformis coinfection,Oag,01,1,0.5,1,4.315376281738281e-05,,0.0007426738739013672,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
87,B bronchiseptica and T retortaeformis coinfection,IL10I_Bacterium,0011011111111111,4,0.8125,3,0.00013899803161621094,,0.002269744873046875,,,1.520833333333333,"[[('0200', [[1, 3]], [[0, 1]])], [('2212', [[0, 2]], [[0, 1]]), ('2121', [], [[0, 2], [1, 3]])]]",True,False,,0.38020833333333326,cc,v0.1.2
88,B bronchiseptica and T retortaeformis coinfection,TNE,0111,2,0.75,2,4.3392181396484375e-05,,0.001153707504272461,,,1.25,"[[('00', [], [[0, 1]])], [('21', [[0, 1]], [])]]",True,False,,0.625,cc,v0.1.2
89,B bronchiseptica and T retortaeformis coinfection,TrII,00000001,3,0.125,3,7.677078247070312e-05,,0.001611471176147461,,,1.25,"[[('202', [[0, 1, 2]], [[0, 2]])], [('111', [], [[0, 1, 2]])]]",True,False,,0.4166666666666667,cc,v0.1.2
90,B bronchiseptica and T retortaeformis coinfection,Th1II_TRetortaeformis,00000001,3,0.125,3,8.177757263183594e-05,,0.00147247314453125,,,1.25,"[[('202', [[0, 1, 2]], [[0, 2]])], [('111', [], [[0, 1, 2]])]]",True,False,,0.4166666666666667,cc,v0.1.2
91,B bronchiseptica and T retortaeformis coinfection,NE_TRetortaeformis,00110111000001010000010100000101,5,0.34375,6,0.0002682209014892578,,0.01373744010925293,,,2.109375,"[[('21022', [[0, 1], [2, 4]], [[0, 1, 3]]), ('22200', [[2, 4]], [[0, 1]])], [('00212', [], [[0, 1], [2, 4]]), ('22121', [], [[0, 1, 3], [2, 4]])]]",True,False,,0.421875,cc,v0.1.2
92,B bronchiseptica and T retortaeformis coinfection,DCII_Bacterium,01,1,0.5,1,3.123283386230469e-05,,0.0006787776947021484,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
93,B bronchiseptica and T retortaeformis coinfection,DP,0001,2,0.25,2,5.078315734863281e-05,,0.0012662410736083984,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,,0.625,cc,v0.1.2
94,B bronchiseptica and T retortaeformis coinfection,IgA_TRetortaeformis,0001,2,0.25,2,5.0067901611328125e-05,,0.0011990070343017578,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,,0.625,cc,v0.1.2
95,B bronchiseptica and T retortaeformis coinfection,DCI_Bacterium,00000111,3,0.375,2,8.296966552734375e-05,,0.0015006065368652344,,,1.5625,"[[('200', [], [[1, 2]]), ('022', [], [[1, 2]])], [('112', [[1, 2]], [[0, 1]])]]",True,False,,0.5208333333333334,cc,v0.1.2
96,B bronchiseptica and T retortaeformis coinfection,EC_TRetortaeformis,0111,2,0.75,2,4.9114227294921875e-05,,0.0011606216430664062,,,1.25,"[[('00', [], [[0, 1]])], [('21', [[0, 1]], [])]]",True,False,,0.625,cc,v0.1.2
97,B bronchiseptica and T retortaeformis coinfection,Bb,0010,2,0.25,2,4.982948303222656e-05,,0.0008761882781982422,,,1.25,"[[('21', [], []), ('02', [], [])], [('10', [], [])]]",True,False,,0.625,cc,v0.1.2
98,B bronchiseptica and T retortaeformis coinfection,IFNg_Bacterium,01001111000011111111111111111111,5,0.78125,3,0.0003237724304199219,,0.003422975540161133,,,1.5833333333333335,"[[('01022', [[1, 3]], []), ('02020', [], [[0, 2, 4], [1, 3]])], [('22122', [[0, 2]], []), ('20201', [], [[0, 2], [1, 3]])]]",True,False,,0.3166666666666667,cc,v0.1.2
99,B bronchiseptica and T retortaeformis coinfection,IgG,01,1,0.5,1,3.266334533691406e-05,,0.0006704330444335938,,,0.0,"[[('0', [], [])], [('1', [], [])]]",True,False,,0.0,cc,v0.1.2
