,network,name,func,k,bias,numPI,time_PI,ks,time_sym,time_ks,time_cov,ke,tss,correct,timeout,ks_norm,ke_norm,source,version
63,Aurora Kinase A in Neuroblastoma,AURKAActive,00000001000000010001000100010001000000010000000000010001000000000011001100110011001100110011001100110011000000000011001100000000,7,0.2578125,6,0.0016493797302246094,0.7265625,0.000308990478515625,4.172325134277344e-05,0.003138303756713867,2.065104166666665,"[[['0222220', [], [[0, 6], [1, 2, 3, 4, 5]]], ['0202022', [], [[0, 2, 4], [1, 3, 5, 6]]], ['2222202', [], [[0, 1, 2, 3, 4, 6]]], ['2121222', [], [[1, 3], [0, 2, 4, 5, 6]]]], [['2012211', [[1, 3], [2, 4]], [[2, 5, 6], [0, 3, 4]]], ['1022212', [[1, 3]], [[0, 5], [2, 3, 4, 6]]]]]",1.0,False,0.10379464285714286,0.29501488095238076,cc,
64,Aurora Kinase A in Neuroblastoma,NEDD9,01,1,0.5,1,1.1205673217773438e-05,0.0,9.250640869140625e-05,6.67572021484375e-06,1.6450881958007812e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",1.0,False,0.0,1.0,cc,
65,Aurora Kinase A in Neuroblastoma,ENSA,01,1,0.5,1,1.1205673217773438e-05,0.0,9.989738464355469e-05,6.4373016357421875e-06,1.6689300537109375e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",1.0,False,0.0,1.0,cc,
66,Aurora Kinase A in Neuroblastoma,Cytokinesis,0100,2,0.25,2,2.3126602172851562e-05,0.0,0.00011515617370605469,6.4373016357421875e-06,1.7404556274414062e-05,1.25,"[[['12', [], []], ['20', [], []]], [['01', [], []]]]",1.0,False,0.0,0.625,cc,
67,Aurora Kinase A in Neuroblastoma,PP1,10000000,3,0.125,3,3.0279159545898438e-05,2.625,0.00021004676818847656,1.0728836059570312e-05,0.00043272972106933594,1.25,"[[['122', [[0, 1, 2]], [[1, 2]]]], [['000', [], [[0, 1, 2]]]]]",1.0,False,0.875,0.4166666666666667,cc,
68,Aurora Kinase A in Neuroblastoma,MT,10,1,0.5,1,1.6689300537109375e-05,0.0,0.00010037422180175781,8.344650268554688e-06,2.0742416381835938e-05,1.0,"[[['1', [], []]], [['0', [], []]]]",1.0,False,0.0,1.0,cc,
69,Aurora Kinase A in Neuroblastoma,SpindleAssembly,0010,2,0.25,2,1.811981201171875e-05,0.0,0.00010657310485839844,5.7220458984375e-06,1.6927719116210938e-05,1.25,"[[['21', [], []], ['02', [], []]], [['10', [], []]]]",1.0,False,0.0,0.625,cc,
70,Aurora Kinase A in Neuroblastoma,WEE1,10,1,0.5,1,1.0728836059570312e-05,0.0,9.632110595703125e-05,4.291534423828125e-06,1.2636184692382812e-05,1.0,"[[['1', [], []]], [['0', [], []]]]",1.0,False,0.0,1.0,cc,
71,Aurora Kinase A in Neuroblastoma,BORA,01010100,3,0.375,2,3.0517578125e-05,0.75,0.00018143653869628906,9.298324584960938e-06,0.00018525123596191406,1.5625,"[[['220', [], [[0, 1]]], ['112', [], [[0, 1]]]], [['021', [[0, 1]], []]]]",1.0,False,0.25,0.5208333333333334,cc,
72,Aurora Kinase A in Neuroblastoma,AURKAPresent,10,1,0.5,1,1.0967254638671875e-05,0.0,0.00012874603271484375,5.7220458984375e-06,1.2159347534179688e-05,1.0,"[[['1', [], []]], [['0', [], []]]]",1.0,False,0.0,1.0,cc,
73,Aurora Kinase A in Neuroblastoma,GWL_MASTL,0100,2,0.25,2,1.8358230590820312e-05,0.0,0.00010418891906738281,6.198883056640625e-06,2.002716064453125e-05,1.25,"[[['12', [], []], ['20', [], []]], [['01', [], []]]]",1.0,False,0.0,0.625,cc,
74,Aurora Kinase A in Neuroblastoma,AJUBA,01,1,0.5,1,1.1444091796875e-05,0.0,9.1552734375e-05,6.9141387939453125e-06,1.8596649169921875e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",1.0,False,0.0,1.0,cc,
75,Aurora Kinase A in Neuroblastoma,GSK3B,01,1,0.5,1,1.8358230590820312e-05,0.0,0.00010204315185546875,9.5367431640625e-06,2.2172927856445312e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",1.0,False,0.0,1.0,cc,
