,network,name,func,k,bias,numPI,time_PI,ks,time_sym,time_ks,time_cov,ke,tss,correct,timeout,time_sym_std,ks_norm,ke_norm,source,version
76,Aurora Kinase A in Neuroblastoma,MTCanAct,01,1,0.5,1,2.8848648071289062e-05,0.0,0.00017600059509277345,1.0251998901367188e-05,4.673004150390625e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",True,False,1.013926691703611e-05,0.0,1.0,cc,new
77,Aurora Kinase A in Neuroblastoma,STMNCanAct,01,1,0.5,1,2.5272369384765625e-05,0.0,0.000174713134765625,9.5367431640625e-06,4.76837158203125e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",True,False,9.131649452976769e-06,0.0,1.0,cc,new
78,B bronchiseptica and T retortaeformis coinfection,NE_Bacterium,01,1,0.5,1,2.574920654296875e-05,0.0,0.00017423629760742186,9.775161743164062e-06,4.601478576660156e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",True,False,1.1041019986945702e-05,0.0,1.0,cc,new
79,B bronchiseptica and T retortaeformis coinfection,Th2II_TRetortaeformis,00000010,3,0.125,3,6.508827209472656e-05,1.125,0.000325775146484375,1.5020370483398438e-05,0.0005311965942382812,1.25,"[[['221', [], []], ['022', [[0, 1]], []]], [['110', [], []]]]",True,False,1.4109546246108562e-05,0.375,0.4166666666666667,cc,new
80,B bronchiseptica and T retortaeformis coinfection,Th2II_Bacterium,00000010,3,0.125,3,0.00011730194091796875,1.125,0.0003195285797119141,1.52587890625e-05,0.0005691051483154297,1.25,"[[['221', [], []], ['022', [[0, 1]], []]], [['110', [], []]]]",True,False,2.6868578571991475e-05,0.375,0.4166666666666667,cc,new
81,B bronchiseptica and T retortaeformis coinfection,MPI_Bacterium,00000111,3,0.375,2,5.8650970458984375e-05,0.75,0.0003039836883544922,1.33514404296875e-05,0.00032329559326171875,1.5625,"[[['200', [], []], ['022', [], []]], [['112', [[1, 2]], []]]]",True,False,2.2660554022816725e-05,0.25,0.5208333333333334,cc,new
82,B bronchiseptica and T retortaeformis coinfection,TTSSII,01,1,0.5,1,2.5510787963867188e-05,0.0,0.00017542839050292968,9.059906005859375e-06,4.506111145019531e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",True,False,1.1951788061225656e-05,0.0,1.0,cc,new
83,B bronchiseptica and T retortaeformis coinfection,Th1II_Bacterium,00000001,3,0.125,3,5.984306335449219e-05,2.625,0.0003703117370605469,1.33514404296875e-05,0.00128173828125,1.25,"[[['022', [[0, 1, 2]], []]], [['111', [], []]]]",True,False,1.657268105995218e-05,0.875,0.4166666666666667,cc,new
84,B bronchiseptica and T retortaeformis coinfection,IgA_Bacterium,00010011,3,0.375,2,6.0558319091796875e-05,0.75,0.0003066062927246094,1.6689300537109375e-05,0.00030732154846191406,1.5625,"[[['020', [], []], ['202', [], []]], [['112', [[0, 2]], []]]]",True,False,2.1769587771162058e-05,0.25,0.5208333333333334,cc,new
85,B bronchiseptica and T retortaeformis coinfection,Th2I_Bacterium,01,1,0.5,1,2.86102294921875e-05,0.0,0.00018463134765625,9.775161743164062e-06,5.3882598876953125e-05,1.0,"[[['0', [], []]], [['1', [], []]]]",True,False,1.5106484140770621e-05,0.0,1.0,cc,new
