,network,name,func,k,bias,numPI,time_PI,ks,time_sym,time_ks,time_cov,ke,ks_norm,ke_norm,source
13,,x,1001,2,0.5,2,1.6450881958007812e-05,1.0,0.000446319580078125,2.384185791015625e-05,0.0001499652862548828,2.0,0.5,1.0,rng
14,,x,00000000,3,0.0,1,6.4849853515625e-05,0.0,0.00017905235290527344,2.4557113647460938e-05,3.933906555175781e-05,0.0,0.0,0.0,rng
15,,x,00000010,3,0.125,3,4.5299530029296875e-05,1.125,0.0005288124084472656,2.6464462280273438e-05,0.00036454200744628906,1.25,0.375,0.4166666666666667,rng
16,,x,00000100,3,0.125,3,5.53131103515625e-05,1.125,0.0006437301635742188,3.1948089599609375e-05,0.00039768218994140625,1.25,0.375,0.4166666666666667,rng
17,,x,00000001,3,0.125,3,4.9591064453125e-05,2.625,0.0007116794586181641,7.62939453125e-06,0.0008232593536376953,1.25,0.875,0.4166666666666667,rng
18,,x,00001000,3,0.125,3,5.8650970458984375e-05,1.125,0.0005300045013427734,2.6464462280273438e-05,0.00034880638122558594,1.25,0.375,0.4166666666666667,rng
19,,x,00010000,3,0.125,3,9.417533874511719e-05,1.125,0.0005843639373779297,2.6702880859375e-05,0.0003979206085205078,1.25,0.375,0.4166666666666667,rng
20,,x,00100000,3,0.125,3,8.0108642578125e-05,1.125,0.0005650520324707031,2.6464462280273438e-05,0.0004017353057861328,1.25,0.375,0.4166666666666667,rng
21,,x,01000000,3,0.125,3,7.867813110351562e-05,1.125,0.0005609989166259766,2.6464462280273438e-05,0.0004029273986816406,1.25,0.375,0.4166666666666667,rng
22,,x,10000000,3,0.125,3,7.653236389160156e-05,2.625,0.0007431507110595703,2.5510787963867188e-05,0.0008754730224609375,1.25,0.875,0.4166666666666667,rng
23,,x,00010001,3,0.25,2,0.00010156631469726562,1.5,0.0006127357482910156,8.58306884765625e-06,0.0003666877746582031,1.25,0.5,0.4166666666666667,rng
24,,x,01000010,3,0.25,6,8.511543273925781e-05,1.5,0.003274202346801758,9.059906005859375e-06,0.0008575916290283203,2.25,0.5,0.75,rng
25,,x,10100000,3,0.25,2,8.96453857421875e-05,1.5,0.0005075931549072266,2.574920654296875e-05,0.00036406517028808594,1.25,0.5,0.4166666666666667,rng
26,,x,10010000,3,0.25,3,7.128715515136719e-05,0.75,0.0006160736083984375,2.574920654296875e-05,0.0003643035888671875,1.875,0.25,0.625,rng
27,,x,00000011,3,0.25,2,7.963180541992188e-05,1.5,0.00048613548278808594,2.5510787963867188e-05,0.00035309791564941406,1.25,0.5,0.4166666666666667,rng
28,,x,11000000,3,0.25,2,7.724761962890625e-05,1.5,0.0004937648773193359,2.574920654296875e-05,0.0003528594970703125,1.25,0.5,0.4166666666666667,rng
29,,x,00110000,3,0.25,2,6.103515625e-05,0.0,0.0002734661102294922,7.62939453125e-06,6.222724914550781e-05,1.25,0.0,0.4166666666666667,rng
30,,x,00010010,3,0.25,3,4.982948303222656e-05,0.5,0.0006711483001708984,2.86102294921875e-05,0.0001671314239501953,1.875,0.16666666666666666,0.625,rng
31,,x,10001000,3,0.25,2,6.151199340820312e-05,1.5,0.00047278404235839844,7.867813110351562e-06,0.00030303001403808594,1.25,0.5,0.4166666666666667,rng
32,,x,00001100,3,0.25,2,5.888938903808594e-05,0.0,0.0002434253692626953,6.9141387939453125e-06,3.170967102050781e-05,1.25,0.0,0.4166666666666667,rng
33,,x,01001000,3,0.25,3,3.62396240234375e-05,0.5,0.0005867481231689453,7.152557373046875e-06,0.00016999244689941406,1.875,0.16666666666666666,0.625,rng
34,,x,00011000,3,0.25,6,4.1484832763671875e-05,1.5,0.003222942352294922,2.7179718017578125e-05,0.0007870197296142578,2.25,0.5,0.75,rng
35,,x,00100100,3,0.25,6,3.814697265625e-05,1.5,0.0032825469970703125,3.2901763916015625e-05,0.0011582374572753906,2.25,0.5,0.75,rng
36,,x,01010000,3,0.25,2,5.7697296142578125e-05,0.0,0.0003833770751953125,2.8133392333984375e-05,5.4836273193359375e-05,1.25,0.0,0.4166666666666667,rng
37,,x,00100010,3,0.25,2,6.031990051269531e-05,0.0,0.0002422332763671875,7.152557373046875e-06,3.1948089599609375e-05,1.25,0.0,0.4166666666666667,rng
38,,x,00010100,3,0.25,3,3.790855407714844e-05,0.5,0.0006482601165771484,7.867813110351562e-06,0.0001544952392578125,1.875,0.16666666666666666,0.625,rng
39,,x,01000100,3,0.25,2,4.9114227294921875e-05,0.0,0.0002677440643310547,2.5272369384765625e-05,5.030632019042969e-05,1.25,0.0,0.4166666666666667,rng
40,,x,00000110,3,0.25,3,5.817413330078125e-05,0.5,0.0005865097045898438,2.6464462280273438e-05,0.00017142295837402344,1.875,0.16666666666666666,0.625,rng
41,,x,00100001,3,0.25,3,3.933906555175781e-05,0.75,0.0005712509155273438,2.6702880859375e-05,0.000331878662109375,1.875,0.25,0.625,rng
42,,x,10000010,3,0.25,3,3.5762786865234375e-05,0.75,0.0005662441253662109,2.6226043701171875e-05,0.00033020973205566406,1.875,0.25,0.625,rng
43,,x,01100000,3,0.25,3,5.316734313964844e-05,0.5,0.0007038116455078125,3.0994415283203125e-05,0.0001971721649169922,1.875,0.16666666666666666,0.625,rng
44,,x,00001010,3,0.25,2,5.125999450683594e-05,0.0,0.00026488304138183594,2.7894973754882812e-05,5.340576171875e-05,1.25,0.0,0.4166666666666667,rng
45,,x,01000001,3,0.25,3,5.412101745605469e-05,0.75,0.0005781650543212891,7.867813110351562e-06,0.00030422210693359375,1.875,0.25,0.625,rng
46,,x,10000001,3,0.25,6,3.075599670410156e-05,2.25,0.0010290145874023438,2.5987625122070312e-05,0.0012493133544921875,2.25,0.75,0.75,rng
47,,x,01000101,3,0.375,2,4.029273986816406e-05,0.0,0.00025081634521484375,2.5510787963867188e-05,5.2928924560546875e-05,1.5625,0.0,0.5208333333333334,rng
48,,x,10000101,3,0.375,4,3.218650817871094e-05,1.25,0.0012919902801513672,2.86102294921875e-05,0.0009000301361083984,2.125,0.4166666666666667,0.7083333333333334,rng
49,,x,00100110,3,0.375,4,3.743171691894531e-05,0.625,0.0008411407470703125,2.6226043701171875e-05,0.0002987384796142578,2.125,0.20833333333333334,0.7083333333333334,rng
50,,x,01000110,3,0.375,4,7.104873657226562e-05,0.625,0.0008955001831054688,8.821487426757812e-06,0.00028967857360839844,2.125,0.20833333333333334,0.7083333333333334,rng
51,,x,10100100,3,0.375,4,4.1961669921875e-05,1.25,0.0009601116180419922,8.344650268554688e-06,0.0004601478576660156,2.125,0.4166666666666667,0.7083333333333334,rng
52,,x,11000010,3,0.375,4,3.504753112792969e-05,1.25,0.0009477138519287109,2.6464462280273438e-05,0.0004558563232421875,2.125,0.4166666666666667,0.7083333333333334,rng
53,,x,00110100,3,0.375,4,3.62396240234375e-05,0.625,0.0007886886596679688,2.6226043701171875e-05,0.0003371238708496094,2.125,0.20833333333333334,0.7083333333333334,rng
54,,x,01010100,3,0.375,2,3.981590270996094e-05,0.75,0.0004451274871826172,2.09808349609375e-05,0.00020051002502441406,1.5625,0.25,0.5208333333333334,rng
55,,x,01100001,3,0.375,4,3.147125244140625e-05,1.125,0.001096487045288086,2.6464462280273438e-05,0.0004107952117919922,2.5,0.375,0.8333333333333334,rng
56,,x,00011100,3,0.375,4,3.695487976074219e-05,0.625,0.0008440017700195312,8.106231689453125e-06,0.0005693435668945312,2.125,0.20833333333333334,0.7083333333333334,rng
57,,x,00101010,3,0.375,2,4.887580871582031e-05,0.75,0.0005052089691162109,2.86102294921875e-05,0.0003032684326171875,1.5625,0.25,0.5208333333333334,rng
58,,x,00001101,3,0.375,2,5.841255187988281e-05,0.0,0.0002512931823730469,2.4318695068359375e-05,3.552436828613281e-05,1.5625,0.0,0.5208333333333334,rng
59,,x,10010100,3,0.375,4,3.0279159545898438e-05,1.125,0.0010800361633300781,2.5272369384765625e-05,0.0003905296325683594,2.5,0.375,0.8333333333333334,rng
60,,x,00101001,3,0.375,4,3.0040740966796875e-05,1.125,0.0010900497436523438,2.5987625122070312e-05,0.00042748451232910156,2.5,0.375,0.8333333333333334,rng
61,,x,00010110,3,0.375,4,2.6941299438476562e-05,2.625,0.0019636154174804688,2.574920654296875e-05,0.0009946823120117188,2.5,0.875,0.8333333333333334,rng
62,,x,10001001,3,0.375,4,3.266334533691406e-05,1.25,0.0012774467468261719,2.8848648071289062e-05,0.0008761882781982422,2.125,0.4166666666666667,0.7083333333333334,rng
63,,x,01010001,3,0.375,2,6.318092346191406e-05,0.0,0.00036644935607910156,2.9802322387695312e-05,6.270408630371094e-05,1.5625,0.0,0.5208333333333334,rng
64,,x,00011001,3,0.375,4,4.315376281738281e-05,1.25,0.0009906291961669922,8.106231689453125e-06,0.0004639625549316406,2.125,0.4166666666666667,0.7083333333333334,rng
65,,x,00001011,3,0.375,2,5.507469177246094e-05,0.0,0.0002491474151611328,2.4318695068359375e-05,3.3855438232421875e-05,1.5625,0.0,0.5208333333333334,rng
66,,x,01100010,3,0.375,4,5.14984130859375e-05,0.625,0.0007929801940917969,2.6226043701171875e-05,0.0002894401550292969,2.125,0.20833333333333334,0.7083333333333334,rng
67,,x,10101000,3,0.375,2,3.719329833984375e-05,0.75,0.0004680156707763672,2.5987625122070312e-05,0.00020313262939453125,1.5625,0.25,0.5208333333333334,rng
68,,x,10110000,3,0.375,2,4.029273986816406e-05,0.0,0.0002512931823730469,6.67572021484375e-06,5.269050598144531e-05,1.5625,0.0,0.5208333333333334,rng
69,,x,10000110,3,0.375,4,2.9802322387695312e-05,1.125,0.001116037368774414,2.6464462280273438e-05,0.00043129920959472656,2.5,0.375,0.8333333333333334,rng
70,,x,00011010,3,0.375,4,3.910064697265625e-05,0.625,0.00102996826171875,3.147125244140625e-05,0.00031447410583496094,2.125,0.20833333333333334,0.7083333333333334,rng
71,,x,00110010,3,0.375,2,5.221366882324219e-05,0.75,0.0005686283111572266,2.8133392333984375e-05,0.00018978118896484375,1.5625,0.25,0.5208333333333334,rng
72,,x,01011000,3,0.375,4,3.814697265625e-05,0.625,0.0007884502410888672,7.62939453125e-06,0.00026917457580566406,2.125,0.20833333333333334,0.7083333333333334,rng
73,,x,11000100,3,0.375,2,5.4836273193359375e-05,0.0,0.0002465248107910156,2.4318695068359375e-05,3.457069396972656e-05,1.5625,0.0,0.5208333333333334,rng
74,,x,10010001,3,0.375,4,3.1948089599609375e-05,1.25,0.0014154911041259766,2.9087066650390625e-05,0.0008692741394042969,2.125,0.4166666666666667,0.7083333333333334,rng
75,,x,10100010,3,0.375,2,4.124641418457031e-05,0.0,0.00025653839111328125,6.67572021484375e-06,5.125999450683594e-05,1.5625,0.0,0.5208333333333334,rng
76,,x,01001001,3,0.375,4,2.8848648071289062e-05,1.125,0.0011527538299560547,2.574920654296875e-05,0.0004410743713378906,2.5,0.375,0.8333333333333334,rng
77,,x,00111000,3,0.375,4,5.4836273193359375e-05,0.625,0.0013074874877929688,3.0994415283203125e-05,0.0003020763397216797,2.125,0.20833333333333334,0.7083333333333334,rng
78,,x,10001100,3,0.375,2,5.1021575927734375e-05,0.0,0.00034618377685546875,2.765655517578125e-05,3.552436828613281e-05,1.5625,0.0,0.5208333333333334,rng
79,,x,11000001,3,0.375,4,3.409385681152344e-05,1.25,0.001312255859375,1.0013580322265625e-05,0.0008456707000732422,2.125,0.4166666666666667,0.7083333333333334,rng
80,,x,00010011,3,0.375,2,5.459785461425781e-05,0.75,0.0004634857177734375,7.867813110351562e-06,0.00018310546875,1.5625,0.25,0.5208333333333334,rng
81,,x,01101000,3,0.375,4,4.553794860839844e-05,2.625,0.0019826889038085938,2.5510787963867188e-05,0.0009400844573974609,2.5,0.875,0.8333333333333334,rng
82,,x,00100101,3,0.375,4,3.600120544433594e-05,1.25,0.0009739398956298828,2.6226043701171875e-05,0.0004754066467285156,2.125,0.4166666666666667,0.7083333333333334,rng
83,,x,11100000,3,0.375,2,3.790855407714844e-05,0.75,0.0004649162292480469,2.6226043701171875e-05,0.00020122528076171875,1.5625,0.25,0.5208333333333334,rng
84,,x,01100110,3,0.5,2,5.53131103515625e-05,1.0,0.0006170272827148438,8.821487426757812e-06,0.0002429485321044922,2.0,0.3333333333333333,0.6666666666666666,rng
85,,x,11001010,3,0.5,3,4.57763671875e-05,1.25,0.0008931159973144531,8.344650268554688e-06,0.0003921985626220703,2.0,0.4166666666666667,0.6666666666666666,rng
86,,x,00110110,3,0.5,3,3.123283386230469e-05,1.5,0.0008068084716796875,7.152557373046875e-06,0.0003781318664550781,2.25,0.5,0.75,rng
87,,x,10101100,3,0.5,3,3.790855407714844e-05,1.25,0.0008072853088378906,2.5987625122070312e-05,0.00040411949157714844,2.0,0.4166666666666667,0.6666666666666666,rng
88,,x,00101101,3,0.5,3,3.4332275390625e-05,0.0,0.00042510032653808594,2.5272369384765625e-05,5.9604644775390625e-05,2.25,0.0,0.75,rng
89,,x,11010010,3,0.5,3,5.269050598144531e-05,0.0,0.0004596710205078125,2.5510787963867188e-05,9.5367431640625e-05,2.25,0.0,0.75,rng
90,,x,00010111,3,0.5,3,5.936622619628906e-05,3.0,0.0011365413665771484,2.6226043701171875e-05,0.0010018348693847656,2.0,1.0,0.6666666666666666,rng
91,,x,01011100,3,0.5,3,6.365776062011719e-05,1.0,0.0008997917175292969,9.059906005859375e-06,0.0005431175231933594,2.0,0.3333333333333333,0.6666666666666666,rng
92,,x,10110001,3,0.5,3,7.104873657226562e-05,1.0,0.0008380413055419922,8.821487426757812e-06,0.00042128562927246094,2.0,0.3333333333333333,0.6666666666666666,rng
93,,x,10000111,3,0.5,3,6.365776062011719e-05,1.5,0.000827789306640625,7.152557373046875e-06,0.0004105567932128906,2.25,0.5,0.75,rng
94,,x,00100111,3,0.5,3,7.05718994140625e-05,1.25,0.00083160400390625,2.6226043701171875e-05,0.00041794776916503906,2.0,0.4166666666666667,0.6666666666666666,rng
95,,x,10100011,3,0.5,3,3.62396240234375e-05,1.0,0.0008292198181152344,2.6702880859375e-05,0.0004024505615234375,2.0,0.3333333333333333,0.6666666666666666,rng
96,,x,00011110,3,0.5,3,3.0040740966796875e-05,1.5,0.0008051395416259766,2.5510787963867188e-05,0.0004038810729980469,2.25,0.5,0.75,rng
97,,x,00111010,3,0.5,3,4.792213439941406e-05,1.0,0.0009908676147460938,3.1948089599609375e-05,0.0004360675811767578,2.0,0.3333333333333333,0.6666666666666666,rng
98,,x,01011010,3,0.5,2,3.981590270996094e-05,1.0,0.0005295276641845703,2.7894973754882812e-05,0.0002510547637939453,2.0,0.3333333333333333,0.6666666666666666,rng
99,,x,11101000,3,0.5,3,3.1948089599609375e-05,3.0,0.0010952949523925781,2.47955322265625e-05,0.0009067058563232422,2.0,1.0,0.6666666666666666,rng
100,,x,01000111,3,0.5,3,3.7670135498046875e-05,1.25,0.0008091926574707031,2.5987625122070312e-05,0.0004031658172607422,2.0,0.4166666666666667,0.6666666666666666,rng
101,,x,10101010,3,0.5,1,4.076957702636719e-05,0.0,0.00023603439331054688,2.4557113647460938e-05,4.291534423828125e-05,1.0,0.0,0.3333333333333333,rng
102,,x,01101010,3,0.5,3,3.147125244140625e-05,1.5,0.0008106231689453125,2.5272369384765625e-05,0.0004036426544189453,2.25,0.5,0.75,rng
103,,x,11110000,3,0.5,1,4.220008850097656e-05,0.0,0.00025582313537597656,2.47955322265625e-05,4.3392181396484375e-05,1.0,0.0,0.3333333333333333,rng
104,,x,00101011,3,0.5,3,4.649162292480469e-05,1.25,0.0009307861328125,3.0517578125e-05,0.0004177093505859375,2.0,0.4166666666666667,0.6666666666666666,rng
105,,x,01110001,3,0.5,3,4.3392181396484375e-05,1.25,0.0008823871612548828,7.867813110351562e-06,0.0003883838653564453,2.0,0.4166666666666667,0.6666666666666666,rng
106,,x,10001101,3,0.5,3,5.221366882324219e-05,1.0,0.0007879734039306641,8.344650268554688e-06,0.00043702125549316406,2.0,0.3333333333333333,0.6666666666666666,rng
107,,x,10110100,3,0.5,3,5.0067901611328125e-05,0.0,0.0004546642303466797,2.5272369384765625e-05,6.0558319091796875e-05,2.25,0.0,0.75,rng
108,,x,10001011,3,0.5,3,3.552436828613281e-05,1.0,0.0007917881011962891,2.6702880859375e-05,0.00040340423583984375,2.0,0.3333333333333333,0.6666666666666666,rng
109,,x,11010001,3,0.5,3,3.6716461181640625e-05,1.0,0.00079345703125,2.6941299438476562e-05,0.0004031658172607422,2.0,0.3333333333333333,0.6666666666666666,rng
110,,x,00001111,3,0.5,1,4.2438507080078125e-05,0.0,0.00023746490478515625,2.4557113647460938e-05,4.291534423828125e-05,1.0,0.0,0.3333333333333333,rng
111,,x,10011010,3,0.5,3,4.458427429199219e-05,0.0,0.0004928112030029297,2.956390380859375e-05,6.818771362304688e-05,2.25,0.0,0.75,rng
112,,x,11000101,3,0.5,3,4.315376281738281e-05,1.0,0.0008292198181152344,3.218650817871094e-05,0.00038695335388183594,2.0,0.3333333333333333,0.6666666666666666,rng
113,,x,10100110,3,0.5,3,4.982948303222656e-05,0.0,0.0004239082336425781,2.4080276489257812e-05,5.602836608886719e-05,2.25,0.0,0.75,rng
114,,x,11011000,3,0.5,3,5.1975250244140625e-05,1.25,0.0008015632629394531,7.62939453125e-06,0.00042629241943359375,2.0,0.4166666666666667,0.6666666666666666,rng
115,,x,10010011,3,0.5,3,3.123283386230469e-05,1.5,0.0008013248443603516,2.6226043701171875e-05,0.00040268898010253906,2.25,0.5,0.75,rng
116,,x,10101001,3,0.5,3,3.0517578125e-05,1.5,0.0008831024169921875,2.5510787963867188e-05,0.0004010200500488281,2.25,0.5,0.75,rng
117,,x,01001101,3,0.5,3,5.53131103515625e-05,1.25,0.0008764266967773438,7.62939453125e-06,0.00040721893310546875,2.0,0.4166666666666667,0.6666666666666666,rng
118,,x,10010110,3,0.5,4,2.7894973754882812e-05,2.25,0.0034487247467041016,8.344650268554688e-06,0.0010609626770019531,3.0,0.75,1.0,rng
119,,x,10110010,3,0.5,3,5.602836608886719e-05,1.25,0.0008122920989990234,8.106231689453125e-06,0.00038242340087890625,2.0,0.4166666666666667,0.6666666666666666,rng
120,,x,10011001,3,0.5,2,3.266334533691406e-05,1.0,0.00046634674072265625,7.3909759521484375e-06,0.00022459030151367188,2.0,0.3333333333333333,0.6666666666666666,rng
121,,x,11100100,3,0.5,3,3.7670135498046875e-05,1.25,0.0007994174957275391,2.6464462280273438e-05,0.0004260540008544922,2.0,0.4166666666666667,0.6666666666666666,rng
122,,x,0000000000000000,4,0.0,1,0.00014638900756835938,0.0,0.00021266937255859375,2.7894973754882812e-05,5.14984130859375e-05,0.0,0.0,0.0,rng
123,,x,1000000000000000,4,0.0625,4,0.00012254714965820312,3.75,0.0014696121215820312,1.9788742065429688e-05,0.007612705230712891,1.1875,0.9375,0.296875,rng
124,,x,0000100000000000,4,0.0625,4,0.00013685226440429688,1.96875,0.0016355514526367188,1.33514404296875e-05,0.0016984939575195312,1.1875,0.4921875,0.296875,rng
125,,x,0000000000100000,4,0.0625,4,0.00012731552124023438,1.875,0.0010187625885009766,3.266334533691406e-05,0.0013287067413330078,1.1875,0.46875,0.296875,rng
126,,x,0000000001000000,4,0.0625,4,0.0001277923583984375,1.875,0.001068115234375,3.218650817871094e-05,0.0013053417205810547,1.1875,0.46875,0.296875,rng
127,,x,0000000000001000,4,0.0625,4,0.00012922286987304688,1.875,0.0010318756103515625,1.33514404296875e-05,0.0013871192932128906,1.1875,0.46875,0.296875,rng
128,,x,0010000000000000,4,0.0625,4,0.00012826919555664062,1.96875,0.0017826557159423828,1.9788742065429688e-05,0.0019295215606689453,1.1875,0.4921875,0.296875,rng
129,,x,0000000000000010,4,0.0625,4,0.00013899803161621094,1.96875,0.0016312599182128906,1.3589859008789062e-05,0.0017435550689697266,1.1875,0.4921875,0.296875,rng
130,,x,0000000000000100,4,0.0625,4,0.00013399124145507812,1.96875,0.0016696453094482422,3.170967102050781e-05,0.0017600059509277344,1.1875,0.4921875,0.296875,rng
131,,x,0000001000000000,4,0.0625,4,0.000133514404296875,1.875,0.0010600090026855469,3.266334533691406e-05,0.0013377666473388672,1.1875,0.46875,0.296875,rng
132,,x,0100000000000000,4,0.0625,4,0.000125885009765625,1.96875,0.0016086101531982422,3.1948089599609375e-05,0.0018107891082763672,1.1875,0.4921875,0.296875,rng
133,,x,0000000000000001,4,0.0625,4,0.00013113021850585938,3.75,0.0017910003662109375,1.1205673217773438e-05,0.0068585872650146484,1.1875,0.9375,0.296875,rng
134,,x,0000010000000000,4,0.0625,4,0.00013637542724609375,1.875,0.0011112689971923828,3.314018249511719e-05,0.0012738704681396484,1.1875,0.46875,0.296875,rng
135,,x,0000000100000000,4,0.0625,4,0.0001308917999267578,1.96875,0.0015349388122558594,3.123283386230469e-05,0.0017633438110351562,1.1875,0.4921875,0.296875,rng
136,,x,0001000000000000,4,0.0625,4,0.0001125335693359375,1.875,0.001065969467163086,3.6716461181640625e-05,0.0015532970428466797,1.1875,0.46875,0.296875,rng
137,,x,0000000010000000,4,0.0625,4,0.0001354217529296875,1.96875,0.0018055438995361328,1.3113021850585938e-05,0.0017430782318115234,1.1875,0.4921875,0.296875,rng
138,,x,0000000000010000,4,0.0625,4,0.0001316070556640625,1.96875,0.0015835762023925781,1.2636184692382812e-05,0.0016813278198242188,1.1875,0.4921875,0.296875,rng
139,,x,0100000011000000,4,0.1875,3,0.00010943412780761719,1.6875,0.0007803440093994141,3.0279159545898438e-05,0.0007302761077880859,1.5208333333333335,0.421875,0.38020833333333337,rng
140,,x,0001010000010000,4,0.1875,5,0.00010800361633300781,0.47916666666666663,0.0014939308166503906,4.9591064453125e-05,0.0007009506225585938,1.9375,0.11979166666666666,0.484375,rng
141,,x,1001000010000000,4,0.1875,5,0.00010132789611816406,0.9791666666666667,0.0017592906951904297,3.838539123535156e-05,0.0014607906341552734,1.9375,0.24479166666666669,0.484375,rng
142,,x,0001100000100000,4,0.1875,9,9.012222290039062e-05,1.8229166666666667,0.03352642059326172,1.6450881958007812e-05,0.0036056041717529297,2.5,0.4557291666666667,0.625,rng
143,,x,0100000010000001,4,0.1875,9,7.653236389160156e-05,2.2708333333333335,0.034531354904174805,3.9577484130859375e-05,0.0055179595947265625,2.5,0.5677083333333334,0.625,rng
144,,x,0110000000000001,4,0.1875,9,9.417533874511719e-05,2.2708333333333335,0.03459525108337402,3.123283386230469e-05,0.006563425064086914,2.5,0.5677083333333334,0.625,rng
145,,x,0001000100001000,4,0.1875,9,0.00011134147644042969,1.48125,0.03382229804992676,3.838539123535156e-05,0.003131866455078125,2.25,0.3703125,0.5625,rng
146,,x,0000001000010010,4,0.1875,5,0.00011658668518066406,0.47916666666666663,0.0015895366668701172,3.147125244140625e-05,0.0006811618804931641,1.9375,0.11979166666666666,0.484375,rng
147,,x,0001000000001100,4,0.1875,9,0.00010538101196289062,1.4812500000000002,0.03366851806640625,3.886222839355469e-05,0.0032188892364501953,2.25,0.37031250000000004,0.5625,rng
148,,x,0000100000001001,4,0.1875,5,0.00011324882507324219,1.0729166666666667,0.0022382736206054688,1.8358230590820312e-05,0.0022454261779785156,1.9375,0.2682291666666667,0.484375,rng
149,,x,0000100000100001,4,0.1875,9,9.512901306152344e-05,1.796875,0.03225421905517578,3.7670135498046875e-05,0.004064083099365234,2.5,0.44921875,0.625,rng
150,,x,0100000010000100,4,0.1875,5,0.0001251697540283203,0.7291666666666667,0.0018553733825683594,1.2636184692382812e-05,0.0008168220520019531,2.140625,0.18229166666666669,0.53515625,rng
151,,x,0001000000000110,4,0.1875,9,0.00010085105895996094,2.3916666666666666,0.03542804718017578,3.981590270996094e-05,0.0070116519927978516,2.5,0.5979166666666667,0.625,rng
152,,x,0000011000000001,4,0.1875,5,8.940696716308594e-05,0.7291666666666667,0.0019059181213378906,3.123283386230469e-05,0.0008039474487304688,2.140625,0.18229166666666669,0.53515625,rng
153,,x,0001000001000010,4,0.1875,9,0.00010156631469726562,1.8229166666666667,0.03325605392456055,3.552436828613281e-05,0.0036134719848632812,2.5,0.4557291666666667,0.625,rng
154,,x,0100000100000100,4,0.1875,5,9.5367431640625e-05,0.7291666666666666,0.002146482467651367,1.71661376953125e-05,0.0008616447448730469,2.140625,0.18229166666666666,0.53515625,rng
155,,x,0000001000101000,4,0.1875,5,0.00010943412780761719,1.6875,0.002785921096801758,1.2636184692382812e-05,0.0018656253814697266,2.140625,0.421875,0.53515625,rng
156,,x,0100001000001000,4,0.1875,9,9.417533874511719e-05,1.8229166666666665,0.033104896545410156,3.528594970703125e-05,0.0035736560821533203,2.5,0.45572916666666663,0.625,rng
157,,x,1000000001010000,4,0.1875,5,0.00010800361633300781,1.0729166666666665,0.001976490020751953,3.62396240234375e-05,0.002178192138671875,1.9375,0.26822916666666663,0.484375,rng
158,,x,0000001100100000,4,0.1875,5,0.00011157989501953125,0.47916666666666663,0.0019805431365966797,1.7881393432617188e-05,0.0006825923919677734,1.9375,0.11979166666666666,0.484375,rng
159,,x,0000010001100000,4,0.1875,8,0.00010585784912109375,1.7083333333333333,0.016156673431396484,3.647804260253906e-05,0.0023794174194335938,2.375,0.4270833333333333,0.59375,rng
160,,x,0011000100000000,4,0.1875,3,0.00011706352233886719,0.0,0.0005056858062744141,3.0517578125e-05,0.000102996826171875,1.520833333333333,0.0,0.38020833333333326,rng
161,,x,1010000000000001,4,0.1875,9,0.0001366138458251953,2.760267857142857,0.03776121139526367,6.437301635742188e-05,0.01284933090209961,2.25,0.6900669642857142,0.5625,rng
162,,x,1000000010010000,4,0.1875,5,0.000110626220703125,1.0729166666666667,0.0019485950469970703,1.811981201171875e-05,0.0022094249725341797,1.9375,0.2682291666666667,0.484375,rng
